timestamp,Keypad4,Keypad3,Keypad2,Keypad1,Opto4,Opto3,Opto2,Opto1,TTLin2,TTLin1,Mic2,Mic1,ActClose4,ActClose3,ActClose2,ActClose1,TTLout2,TTLout1,Sounder2,Sounder1
0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3682.500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3682.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3683.750,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3684.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3684.250,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3684.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3684.750,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3685.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3685.250,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3685.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3685.750,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3686.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3686.250,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3686.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3687.000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4199.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4199.250,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4200.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4200.250,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4200.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4200.750,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4201.250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4201.500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4202.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4202.250,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4202.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203.000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4203.250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203.750,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4204.250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4205.000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4205.250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4206.000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4206.250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
